Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Gift Card,Status
core-nutrimix-nutrition-powder-7-hazelnut-chocolate,Nutrimix 7+ Nutrition Powder Hazelnut Chocolate (350g),"The most nutrient packed milk mix in India for growth & immunity, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000717.B0_N,649.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7-hazelnut-chocolate/HAzelnut_f1u41v.jpg?tr=w-600,Nutrimix 7+ Nutrition Powder Hazelnut Chocolate (350g),FALSE,active
nutrimix-nutrition-powder-vanilla-1kg,Nutrimix Vanilla (1kg),"🌾<b>6g of protein </b>per serving of Nutrimix, essential for kids aged 2-6 for for overall health and development. <br><br>🥛 Can be had as morning milk or a yummy afternoon milkshake! <br><br>⬆️<b>Healthy nutrition </b> with plant-based protein sources like <b>moong dal, peas</b> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>23 vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy development</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>🚫<b> ZERO white sugar</b>. <b>Naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>To be given only under medical advice by a physician or certified dietician or nutritionist for children 2–5 years.",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00668.B0_N,1399.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-vanilla-1kg/Nutrimix-Vanilla-WBG_3kz446.jpg?tr=w-600,Nutrimix Vanilla (1kg),FALSE,active
core-nutrimix-nutrition-powder-7-cookie-cream,Nutrimix 7+ Nutrition Powder Cookies & Cream (350g),"The most nutrient packed milk mix in India for growth & immunity, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Fills more than <b>40% of kids' daily protein requirement</b> with 1 glass of milk. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000718.B0_N,649.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7-cookie-cream/1.1_1czv6i.jpg?tr=w-600,Nutrimix 7+ Nutrition Powder Cookies & Cream (350g),FALSE,active
nutrimix-nutrition-powder-strawberry-1kg,Nutrimix Strawberry (1kg),"🌾<b>6g of protein </b>per serving of Nutrimix, essential for kids aged 2-6 for for overall health and development. <br><br>🥛 Can be had as morning milk or a yummy afternoon milkshake! <br><br>⬆️<b>Healthy nutrition </b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>23 vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy development</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>🚫<b> ZERO white sugar</b>. <b>Naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>To be given only under medical advice by a physician or certified dietician or nutritionist for children 2–5 years.",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00667.B0_N,1399.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-strawberry-1kg/Nutrimix-Strawberry-WBG_3ezuv4.jpg?tr=w-600,Nutrimix Strawberry (1kg),FALSE,active
chocolate-spread-xp-3,Chocolate Hazelnut Spread (300g),"🌰 Switch from sugary chocolate spreads to our <b>rich hazelnut and cocoa spread</b> for kids!<br/><br/>🚫 It contains <b>no white or refined sugar of any kind</b> and is sweetened only with jaggery!<br/><br/>🌾 Also has <b>ragi and bajra</b> to promote immunity in kids = what more can a healthy spread have!<br/><br/>🍫 <b>NO</b> preservatives, <b>NO</b> added chemicals, artificial colour and <b>NO</b> palm oil! <br/><br/><b>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000744.B0_N,459.00,499.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/chocolate-spread/Spread_7hnfi6.jpg?tr=w-600,Chocolate Hazelnut Spread (300g),FALSE,active
unsweetened-nutrimix-nutrition-powder-7,Unsweetened NutriMix 7+ Nutrition Powder (350g),"• Absolutely No Added Sugar! Unsweetened version of our bestseller, Nutrimix.<br><br>
• <b> 9g of Protein</b> per serving. <br><br>
• Plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>
• Developed by pediatricians & nutritionists. <br><br>
• 23 vitamins & minerals & superfoods like <b>ragi, bajra, almonds & walnuts</b>. <br><br>
",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00700.B0_N,799.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/unsweetened-nutrimix-nutrition-powder-7/unsweetened-nutrimix-nutrition-powder-7_lhxl35.jpg?tr=w-600,Unsweetened NutriMix 7+ Nutrition Powder (350g),FALSE,active
unsweetened-nutrimix-nutrition-powder-350g,Unsweetened NutriMix 2+ Nutrition Powder (350g),"• Absolutely No Added Sugar! Unsweetened version of our bestseller, Nutrimix.<br><br>
• <b> 6g of Protein</b> per serving. <br><br>
• Plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>
• Developed by pediatricians & nutritionists. <br><br>
• 23 vitamins & minerals & superfoods like <b>ragi, bajra, almonds & walnuts</b>. <br><br>To be given only under medical advice by a physician or certified dietician or nutritionist for children 2–5 years.",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00699.B0_N,749.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/unsweetened-nutrimix-nutrition-powder-350g/unsweetened-nutrimix-nutrition-powder-350g_cil4hj.jpg?tr=w-600,Unsweetened NutriMix 2+ Nutrition Powder (350g),FALSE,active
chocolate-spread-xp-4,Chocolate Hazelnut Spread (300g),"🌰 Switch from sugary chocolate spreads to our <b>rich hazelnut and cocoa spread</b> for kids!<br/><br/>🚫 It contains <b>no white or refined sugar of any kind</b> and is sweetened only with jaggery!<br/><br/>🌾 Also has <b>ragi and bajra</b> to promote immunity in kids = what more can a healthy spread have!<br/><br/>🍫<b>NO</b> preservatives, <b>NO</b> added chemicals, artificial colour and <b>NO</b> palm oil! <br/><br/><b>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000764.B0_N,459.00,499.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/chocolate-spread/Spread_7hnfi6.jpg?tr=w-600,Chocolate Hazelnut Spread (300g),FALSE,active
nutrimix-nutrition-powder-7-energy,Nutrimix 7+ Chocolate Nutrition Powder (350g),"Energy PDP . The most nutrient packed milk mix in India for energy, growth & immunity, made especially to fill nutritional gaps in kids aged 7-12 years.
<br><br>
Each glass delivers over <b>40% of kids' daily protein requirement</b> fueling them with long-lasting energy for school, play, and everything in between. 
<br><br>
Zero preservative & refined sugar (like Maltodextrin). Naturally sweetened with <b>dates</b> & <b>jaggery</b>.
<br><br>
Contains 5x more Vitamin D3 to help <b>absorb more nutrients from milk</b>.
<br><br>
Made with natural superfoods like <b>Ragi, Bajra, Almonds, & Walnuts</b>.
<br><br>
Formulated by nutritionists & pediatricians.
<br><br>


",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000793.B0_N,664.00,699.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-nutrition-powder-7/7%2B%20years_6umf2j.jpg?tr=w-600,Nutrimix 7+ Chocolate Nutrition Powder (350g),FALSE,active
multivitamin-gummies-chicory,Multivitamin Gummies 2+ (30 Days Pack),"<b>Build their natural defenses daily. For best immunity results, use consistently for 3 months.</b><br/><br/>✅ <b>Strengthens immunity</b> with <b>11+ essential vitamins & minerals</b> for your child's daily protective needs.<br><br>🌿 Contains <b>natural prebiotic chicory root</b> to <b>support gut health</b>. A healthy gut means <b>better nutrient absorption</b>, critical for robust immunity.<br/><br/>🍎 With <b>6 real fruits & vegetables</b>! Helps fill nutritional gaps, ensuring they get goodness even if they're picky eaters.<br/><br/>🛡️ Fortified with <b>Vitamin C, Turmeric (Haldi), Vitamin B12 & Zinc</b> to actively <b>boost their immune response.</b><br/><br/>💪🏼 Aids <b>antibody production</b> and reinforces the immune system with Vitamin B9, Vitamin D & Vitamin A.<br/><br/><b>🚫 No artificial colours, flavours or preservatives</b>. Just the YUMMIEST, CLEANEST, HEALTHIEST gummy for their daily wellness ritual!<br><br><b> 100% Safe Paediatrician Recommended <br/><br/> <b>Contains ingredients that help : </b>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.000802.B0_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/multivitamin-gummies/MVG7%2B_WBG_5nli98.jpg?tr=w-600,Multivitamin Gummies 2+ (30 Days Pack),FALSE,active
tomato-sauce-600g,Tomato Sauce Squeeze - 600 g,"🍅 Parents, stop the sugar-loaded ketchup and try this <b>yummy, better alternative instead!</b><br/><br/>💯 Made with <b>28% Tomato Paste and Sweetened with Jaggery.<b> <br/><br/>🚫 <b>Zero</b> preservatives, artificial color, and 0 MSG! Contains onion & garlic <br/><br/> ",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.000748.B0_N,549.00,599.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/tomato-sauce-600g/Tomato%20Sauce_8bja3m.jpg?tr=w-600,Tomato Sauce Squeeze - 600 g,FALSE,active
magnesium-gummies-60n-bb,Magnesium Gummies for Moms,"<b>We teamed up with Be Bodywise to bring our moms clean, expert-backed care for better sleep and calmer days.</b><br/><br/><b>Stressed, Anxious OR Struggling to Sleep? </b><br/> It might be time to embrace the calming power of magnesium! <br/><br/>Life as a mom can be demanding, and these <b>Magnesium Gummies</b> are designed to support your well-being, helping you with relaxed nights & a peaceful mind 😊 💤 <br/><br/> Here's what makes them special:<br/><b>💤 Supports melatonin production</b> – your sleep hormone <br/>🌿<b> Lowers cortisol</b> – relieving stress <br/>🧠<b> Supports GABA</b> neurotransmitter – reducing anxiety <br/>💪<b> Relaxes muscles</b> & maintains cardiac rhythm <br/>✅<b> 8x better absorption</b> than other salts<br/><br/>Non-Habit Forming | Safe for daily use | No Added Sugar</b><br/><br/>1 Pack = <b>60 gummies</b> for better sleep, less stress & a calmer mind!<br/><br/>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTK.00530.BO_N,1099.00,1199.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/magnesium-gummies-moms-bb-60n/Magnesium%20gummy%20thumbnail_j8593p.jpg?tr=w-600,Magnesium Gummies for Moms,FALSE,active
calcium-gummies-moms,Calcium Gummies,"<b>Support for Strong Bones & Stamina<br/><br/>⚠️ Calcium deficiency often goes unnoticed </b> until the joint aches, low energy, and sluggish days begin.<br/>Between the school runs and housework, your body deserves a little backup.<br/><br/><b>These Calcium Gummies </b>are made for every mother who carries the weight of the home and still keep moving. Reclaim your strength from within.<br/><br/><b>Here’s what’s inside:</b><br/>✅ <b>Calcium + Vegan D3 + B12</b> supports strong bones, steady energy, and daily stamina<br/>✅<b> Chicory Root Prebiotic </b> helps your body absorb calcium better<br/>✅<b> No chalky pills, no sugar crash</b> just clean, effective support in a yummy strawberry gummy<br/>✅ Nutritionists-approved formula. Vegan. No added sugar. No junk.<br/><br/><b>Loved by Moms.</b><br/>Made to move with your day not slow you down.</b><br/><br/>Take <b>2 gummies </b>daily for 3 months to feel the difference✨",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00518.B0_N,549.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/calcium-gummies-moms/Thumbnail%20Images%20Calcium_49gd2x.png?tr=w-600,Calcium Gummies,FALSE,active
hair-health-gummies-moms, Biotin Gummies,"<b>Bring Back Your Hair. And the Confidence That Came With It.</b><br/><br/>
⚠️<b>A daily self-care win</b> in a gummy made for mothers.<br/>
Formulated with <b>100% RDA Biotin,</b> a key nutrient that supports the natural production of keratin the protein that keeps hair, skin, and nails healthy.<br/>
Because being a mom shouldn’t mean putting yourself last.<br/>
These <b>Biotin Gummies </b>are your guilt-free ritual to reclaim stronger hair, glowing skin and a little joy for yourself.<br/><br/>
<b>Here’s what’s inside:</b><br/>
✅ 100% RDA Biotin (B7) — supports stronger, fuller hair<br/>
✅ Vitamin E — nourishes skin from within<br/>
✅10 essential nutrients — for everyday energy and glow<br/>
✅ Chicory Root (Prebiotic) — supports gut health, because beauty starts inside.<br/>
✅<b>No added sugar. No gelatin. No artificial colors.</b><br/>
Loved by Moms.<br/>
Expert-approved formulation that's honest, clean, guilt-free.<br/><br/>
Take one gummy daily for 3 months to feel the difference✨",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00520.B0_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/hair-health-gummies-moms/Thumbnail%20Images%20Biotin_2g6fj6.png?tr=w-600, Biotin Gummies,FALSE,active
magnesium-gummies-30,Magnesium Gummies for Kids,"<b>Magnesium Gummies for Kids above 4 years</b><br/><br/>
Some days, kids are extra cranky, restless, or just can't seem to settle down at bedtime. And as parents, it's hard not to wonder: ""Are they getting everything they need?""<br/><br/>
Magnesium is an important mineral that plays an important role in muscle and nerve function. Since many kids can be picky eaters, getting enough through everyday foods isn't always easy.<br/><br/>
<b>Signs your child may not be getting enough magnesium:</b><br/>
• Restless or uneasy sleep<br/>
• Fussiness or cranky moods<br/>
• Muscle discomfort after active play<br/>
• Low intake of nuts, seeds, greens, or whole foods<br/><br/>
Little Joys Magnesium Gummies are thoughtfully made for busy families who want something clean, simple, and easy to say yes to.<br/><br/>
🌿 <b>19 mg elemental magnesium</b> for normal muscle and nerve function, along with Vitamin B6 & Vegan D3<br/><br/>
🌾 <b>Made with fibre</b> (prebiotic from chicory root)<br/><br/>
🚫 <b>ZERO Added Sugar</b><br/><br/>
🎨 <b>No artificial colours, flavours, or preservatives</b><br/><br/>
<b>30 Gummies | Clean Label | Approved by Moms. Loved by Kids.</b></b>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.000801.B0_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/magnesium-gummies-30/Website-Thumbnail%20%281%29_fk6xic.jpg?tr=w-600,Magnesium Gummies for Kids,FALSE,active
millet-choco-fills,Millet Choco Fills,"<b>One of the first</b> to introduce <b>choco fills with a jaggery-sweetened chocolate center</b> with <b>no refined sugar</b>.<br/><br/>🥣 Millet-rich crunchy cereal shells with a jaggery-sweetened cocoa filling.<br/><br/>❌ No Refined Sugar, No Palm Oil, No Preservatives, No Artificial Colour.<br/><br/>Designed as a ready-to-eat cereal/snack for kids ",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.000810.B0_N,399.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/millet-choco-fills/millet-choco-fills_2d1e1k.png?tr=w-600,Millet Choco Fills,FALSE,active
hand-frother-blue,Little Joys Milk Frother ,"We know mixing Nutrimix can be difficult sometimes. We wish dry fruits would dissolve in milk like sugar but it doesn't. But we promised healthy and easy nutrition so we bring to you Little Joys Milk Frother to make mixing Nutrimix easy and fun that even kids can do it. <br/><br/>

Batteries included :)

",Little Joys,personal-care,"personal-care, kids, little-joys",TRUE,Title,Default Title,MWLJGNP.00531.BO_N,199.00,299.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/hand-frother-blue/IMG_3050_11zon_fzg5xj.jpg?tr=w-600,Little Joys Milk Frother ,FALSE,active
mixed-nut-spread-250g,MIxed Nut Spread,"🍫🥜 Switch from sugary chocolate spreads to our <b>wholesome Mixed Nut & Cocoa Spread</b> for kids!<br/><br/>

🚫 Made without white or refined sugar - sweetened only with jaggery.<br/><br/>

🌰 Loaded with the goodness of <b>almonds, cashews, and hazelnuts</b> – a natural source of protein, healthy fats, and energy.<br/><br/>

✅ NO preservatives, NO palm oil, NO artificial flavours or colours -  just clean, honest ingredients!",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.000813.B0_N,499.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/mixed-nut-spread-250g/Mixed%20Nut%20Spread_7r7jo0.jpg?tr=w-600,MIxed Nut Spread,FALSE,active
mixed-berry-jam-250g,Mixed Berry Jam,"🍓 <b>Whole Mixed Berries (Strawberry, Blueberry & Raspberry) , 0% Added Sugar </b>– : Enjoy the taste of juicy berries without any refined sugar.<br/><br/>✅ <b>Sweetened with FOS & Honey:</b>Made delicious with no artificial sweeteners<br/><br/>❌ <b>No Preservatives, No Artificial Flavors </b>– Just whole juicy berries, bursting with flavor and nutrition.",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.000814.B0_N,349.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/jam-glass/hero%20imageJAM_imd7wn.jpg?tr=w-600,Mixed Berry Jam,FALSE,active
multpurpose-nutrimix,Multipurpose Nutrimix,"Make everyday rotis &amp; dosas high in protein<br/><br/>Getting picky eater kids to eat enough protein is tough — but changing what they eat isn’t.<br/>Just upgrade what they already love.<br/><br/><b>12g protein per scoop</b><br/>An easy daily protein boost for growing kids.<br/><br/><b>100% plant-based protein (no whey)</b><br/>Gentle on digestion, light on the stomach — ideal for kids and everyday family use.<br/><br/><b>Mix into your daily atta or batter</b><br/>Chapati, paratha, dosa, cheela, even baking — no new recipes, no extra effort.<br/><br/><b>Clean, worry-free nutrition</b><br/>- No added sugar<br/>- No gluten<br/>- No preservatives<br/><br/><b>Made for families, not just kids</b><br/>Perfect for kids, but great for everyone at home!<br/><br/>Approved by moms, loved by kids.",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00553.BO_N,699.00,749.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/multpurpose-nutrimix/thumbnail_proteinmix1%20copy%20%281%29_er8qbv.jpg?tr=w-600,Multipurpose Nutrimix,FALSE,active
nm350g-pouch-pack-3,Nutrimix Chocolate (1kg),"🌾<b>6g of Protein </b>per serving of <b>Nutrimix</b>, essential for kids aged 2-6 for <b> healthy growth & development</b>.<br><br>⬆️ <b>Height growth</b> with plant-based protein sources like <b>moong dal, peas</B> and <b>brown rice</b>.<br><br>🛡️<b>Boosts immunity </b>with superfoods like <b>ragi & bajra</b> and <b>23+ vitamins & minerals.</b><br><br>💪🏼 Ensures <b>healthy weight gain</b> with the goodness of <b>almonds and walnuts</b>. <br><br>🦴 <b>Calcium </b>to help build <b>strong bones </b>and <b>DHA</b> (omega3) for healthy<b> brain development. </b><br><br>🚫<b> ZERO white sugar</b>. <b>Naturally sweetened</b> with <b>jaggery</b> and <b>dates</b>.<br><br>
",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.11027.B0,1352.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Nutrimix%202%2B%20Chocolate%20%281kg%29_kw9p7q.jpg?tr=w-600,Nutrimix Chocolate (1kg),FALSE,active
multivitamin-gummies-13-18,Multivitamin Gummies 13+ (30N),"<b>For best results, use consistently for 3 months</b><br/><br/>✅ <b>13+ vitamins & minerals</b> for your child's <b>daily nutritional needs</b>.<br><br>🍎 Contains <b>6 real fruits & vegetables</b>! Fills nutrition gaps in diet due to fussy or picky eating.<br/><br/>🚫 ZERO ADDED SUGAR - Uses a <b>plant derived fiber base</b> for sweetness.</br></br>🛡️ Contains <b>Vitamin C, Turmeric (Haldi), Vitamin B12 & Zinc</b> which are known to <b>boost immunity.</b><br/><br/>💪🏼 Supports <b>antibody production</b> and <b>strengthens the immune system</b> with Vitamin B9, Vitamin D & Vitamin A.<br/><br/><b>🚫 No artificial colours, flavours or preservatives</b>. Only the YUMMIEST, CLEANEST, HEALTHIEST gummy!<br><br><b>30 Gummies | 100% Safe | Paediatrician Recommended <br/><br/> <b>Contains ingredients that help : </b>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00542.BO_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/multivitamin-gummies-13-18/Thumbnail_2_f6gx6f.jpg?tr=w-600,Multivitamin Gummies 13+ (30N),FALSE,active
millet-chocochip-banana-pancake,Millet Choco-Chip Banana Pancake Mix,"No fussy breakfast behavior with <b>Millet Choco-chip Banana Pancake Mix!</b><br/><br/>💪 Millet-based pancakes with <b>8g protein</b> in kids' favorite chocolate flavor with choco chips on top!<br/><br/>🥞 We bet the pancakes are not only tasty but filled with all <b>healthy ingredients</b> <br/><br/>🍯 Sweetened with <b>JAGGERY only, no white sugar or brown sugar</b> <br/><br/>❌ <b>No Maida | No Preservatives | No Artificial Flavour| No Refined Sugar </b>",Little Joys,healthysnacks,"healthysnacks, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00574.BO_N,199.00,,TRUE,TRUE,https://i.mscwlns.co/media/misc/others/Millet%20pan%20cake%20mix%20%20%281%29_f9ri3k.png?tr=w-600,Millet Choco-Chip Banana Pancake Mix,FALSE,active
mamamix-nutrition-powder-vanilla,Nutrimix For Moms - Vanilla (400g),"<span style='line-height: 1.5;'><span style='font-size: 20px; font-weight: 600;'>🌟 Strength & Recovery, Made Simple For Moms</span><br/><br/>Motherhood is beautiful, but it can take a toll on you. Constant fatigue, aching bones, and hormonal dips aren’t just “being tired.” They’re signs your body needs more than what a regular diet can offer.<br/><br/>This clean, daily nutrition drink is designed just for moms, to <b>rebuild strength</b>, <b>restore energy</b>, and help you feel more like you.<br/><br/><b>What’s inside 2 scoops?</b><br/>✅ <b>12gm Protein - </b> Rebuilds strength, supports recovery<br/>✅ <b>24 Essential Vitamins & Minerals - </b> Helps bridge nutrient gaps<br/>✅ <b>Calcium + Vitamin D3 -</b> Supports bone strength<br/>✅ <b>DHA (Omega-3) - </b> Supports memory & focus<br/>✅ <b>Prebiotics + Probiotics Fibre - </b> Good for gut & metabolism <br/><br/><b>The Clean Label Promise 🌱</b><br/>✔️ No added sugar • No maltodextrin or fillers<br/>✔️ No artificials • No side effects<br/>✔️ Lab-tested • Nutritionist-approved<br/><br/><b>Made for Moms 💛</b><br/>Just add 2 scoops in 200 ml of milk, water or blend into your favourite smoothie and enjoy !<br/><br/>Two scoops won’t change everything. But two scoops, every day? That’s the magic to upgrade your ✨</span>",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00584.BO_N,699.00,749.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/mamamix-nutrition-powder-vanilla/2%20copy%20%281%29_jqlbvi.jpg?tr=w-600,Nutrimix For Moms - Vanilla (400g),FALSE,active
nutrimix-lite-1kg,Nutrimix Lite (1kg),"► <b>Naturally sweetened</b> with <b>jaggery and dates</b>. Zero white or brown sugar.<br><br>► Contains <b>5 billion CFU</b>, these <b>probiotics</b> help your child have a better <b>gut health</b><br><br>► Contains <b>Ragi, Bajra & Oats</b> for digestive health<br><br>► Combination of <b>plant based natural protein</b> like Moong Dal, Brown Rice & Peas to fuel a child’s growing body<br><br>► Includes <b>almonds, walnuts, chia</b> and <b>flax seeds</b><br><br>► <b>Boosts immunity</b>, strength & <b>overall development</b><br><br><b>No side effects | Paediatrician Recommended | Gluten Free </b><br><br>To be given only under medical advice by a physician or certified dietician or nutritionist for children 2–5 years.",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.000709.B0_N,909.00,1299.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-lite-1kg/Nutrimix%20lite%202%2B%20Chocolate%20%201kg%20Pouch_k6gmdz.png?tr=w-600,Nutrimix Lite (1kg),FALSE,active
magnesium-gummies-mother,Mom’s Magnesium Gummies,"<b>Stressed or Struggling to Sleep?</b></br>
It might be time to embrace the calming power of magnesium!</br></br>
Life as a mother can be demanding, and these <b>Magnesium Gummies</b> are designed to support your well-being, helping you with relaxed nights & a peaceful mind 😊 💤</br></br>

Here's what makes them special:</br>
💤 <b>Supports melatonin production</b> – your sleep hormone</br>
🌿 <b>Lowers cortisol</b> – relieving stress</br>
💪 <b>Relaxes muscles</b> & maintains cardiac rhythm</br>
✅ <b>8x better absorption</b> than other salts</br></br>

Non-Habit Forming | Safe for daily use | No Added Sugar</br></br>
1 Pack = 30 gummies</br>
Take two gummies daily for 3 months to feel the difference✨</br></br>",Little Joys,gummies,"gummies, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00607.BO_N,499.00,549.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/magnesium-gummies-mother/_magnesium-SingleThumbnail-%20%281%29_gaqxpo.jpg?tr=w-600,Mom’s Magnesium Gummies,FALSE,active
nutrimix-3-flavour-pack-csv,Nutrimix 3 Flavour Trial Box,"So many parents said kids need to taste before they buy big packs. Of course we listened<br/><br/>This includes trial packs of 3 Nutrimix Flavours:  <br/><br/><b>🧋 Chocolate</b><br/><b> 🍓 Strawberry</b><br/> <b>🍦 Vanilla</b><br/><br/>🏁 Watch kids <b>finish milk in no time</b><br/>💪 Made of superfoods like Ragi Millets, Almonds & Walnuts.<br/><br/><b> Sweetened with Jaggery & Dates | No Side Effects | 6 Nutrimix Sachets</b> 
",Little Joys,milkmix,"milkmix, kids, little-joys",TRUE,Title,Default Title,MWLJNTP.00551.BO_N,349.00,449.00,TRUE,TRUE,https://i.mscwlns.co/media/misc/pdp/nutrimix-6-flavour-pack/nutrimix-6-flavour-pack__3mtx6x.jpg?tr=w-600,Nutrimix 3 Flavour Trial Box,FALSE,active
